turma,unidade,professor,dia,departamento,link,sigla,inicio,titulo,desc,fim
2017151,Faculdade de Educação,Lara Elena Ramos Simielli,qui,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,08:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",12:00
2017152,Faculdade de Educação,(R)Shirley Silva,qui,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,14:00,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",17:40
2017153,Faculdade de Educação,(R)Shirley Silva,qui,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,19:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",23:00
2017154,Faculdade de Educação,(R)Rubens Barbosa de Camargo,qui,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,19:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",23:00
2017162,Faculdade de Educação,(R)Rubens Barbosa de Camargo,sex,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,14:00,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",17:40
2017163,Faculdade de Educação,(R)Rubens Barbosa de Camargo,sex,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0463&verdis=4,EDA0463,19:30,Política e Organização da Educação Básica no Brasil,"Esta disciplina visa propiciar ao licenciando condições para a compreensão e análise crítica das políticas públicas de educação, bem como da organização escolar e da legislação educacional referentes à Educação Básica, em suas diferentes modalidades de ensino, como elementos de reflexão e intervenção na realidade educacional brasileira. Para tanto, desenvolverá os seguintes tópicos: a) Função social da educação e natureza da instituição escolar: inserção do sistema escolar na produção e reprodução social; b) Direito à Educação, cidadania, diversidade e direito à diferença; c) Organização e Legislação da educação básica no Brasil: aspectos históricos, políticos e sociais; d) Planejamento e situação atual da educação; e) Financiamento da educação; f) Gestão dos sistemas de ensino; g) Unidade escolar: gestão e projeto pedagógico.",23:00
2017102,Faculdade de Educação,Jaime Francisco Parreira Cordeiro,qua,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0111&verdis=1,EDM0111,14:00,Didática I,"sobre ensino e sua relação com o  esforço de orientar a prática pedagógica. Apresenta diferentes perspectivas de análise do ensino, focalizando autores cujos trabalhos constituem o campo teórico dos estudos da  Didática. Desse modo, oferece fundamentos para a formação intelectual básica do pedagogo e para o exame das questões educativas e dos desafios que a educação vem enfrentando no contexto da sociedade contemporânea.",17:40
2017103,Faculdade de Educação,Jaime Francisco Parreira Cordeiro,qua,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0111&verdis=1,EDM0111,19:30,Didática I,"sobre ensino e sua relação com o  esforço de orientar a prática pedagógica. Apresenta diferentes perspectivas de análise do ensino, focalizando autores cujos trabalhos constituem o campo teórico dos estudos da  Didática. Desse modo, oferece fundamentos para a formação intelectual básica do pedagogo e para o exame das questões educativas e dos desafios que a educação vem enfrentando no contexto da sociedade contemporânea.",23:00
2017131,Faculdade de Educação,Rita de Cassia Gallego,qui,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0111&verdis=1,EDM0111,19:30,Didática I,"sobre ensino e sua relação com o  esforço de orientar a prática pedagógica. Apresenta diferentes perspectivas de análise do ensino, focalizando autores cujos trabalhos constituem o campo teórico dos estudos da  Didática. Desse modo, oferece fundamentos para a formação intelectual básica do pedagogo e para o exame das questões educativas e dos desafios que a educação vem enfrentando no contexto da sociedade contemporânea.",23:00
2017102,Faculdade de Educação,(R)Fabiana Augusta Alves Jardim,sex,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0728&verdis=1,EDF0728,14:00,Desigualdades e Diferenças nas culturas e Educação,"A disciplina tem como objetivo oferecer ao aluno um referencial teórico e temático acerca de clássicas noções e categorias de análise das ciências humanas. 
Com a perspectiva de transcender os limites dos campos da sociologia, antropologia e educação especial, busca-se ampliar as margens de investigação e reflexão das sociedades contemporâneas, suas instituições educativas, agentes, estruturas, valores e representações. 
Trabalhando com paradigmas multidimensionais tem-se a intenção de oferecer metodologias de análise que auxilie a compreensão de fatores que trançam o tecido social na sua configuração material e simbólica. 
Ademais, considerando a sóciogênese dos conceitos que dão título à disciplina, julga-se possível apresentar, mesmo que brevemente, as principais contribuições que fazem das ciências humanas a base do pensamento social. Ressaltado a temática a ser desenvolvida a partir da leitura de um único ou, vários autores, ou mesmo, enfatizando a questão conceitual em diferentes paradigmas bem como seus oportunos desdobramentos, avalia-se possível desenvolver a capacidade reflexiva e investigativa do estudante.",17:40
2017103,Faculdade de Educação,(R)Fabiana Augusta Alves Jardim,ter,Filosofia da Educ e Ciências da Educ,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDF0728&verdis=1,EDF0728,19:30,Desigualdades e Diferenças nas culturas e Educação,"A disciplina tem como objetivo oferecer ao aluno um referencial teórico e temático acerca de clássicas noções e categorias de análise das ciências humanas. 
Com a perspectiva de transcender os limites dos campos da sociologia, antropologia e educação especial, busca-se ampliar as margens de investigação e reflexão das sociedades contemporâneas, suas instituições educativas, agentes, estruturas, valores e representações. 
Trabalhando com paradigmas multidimensionais tem-se a intenção de oferecer metodologias de análise que auxilie a compreensão de fatores que trançam o tecido social na sua configuração material e simbólica. 
Ademais, considerando a sóciogênese dos conceitos que dão título à disciplina, julga-se possível apresentar, mesmo que brevemente, as principais contribuições que fazem das ciências humanas a base do pensamento social. Ressaltado a temática a ser desenvolvida a partir da leitura de um único ou, vários autores, ou mesmo, enfatizando a questão conceitual em diferentes paradigmas bem como seus oportunos desdobramentos, avalia-se possível desenvolver a capacidade reflexiva e investigativa do estudante.",23:00
2017102,Faculdade de Educação,(R)Claudia Valentina Assumpção Galian,seg,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0333&verdis=5,EDM0333,14:00,Currículos e Programas,"A disciplina visa possibilitar o conhecimento e a análise crítica das orientações curriculares voltadas ao ensino básico, abarcando a dimensão dos currículos prescritos e a dos currículos em ação.  Discute os conceitos de currículo e seus determinantes sócio-culturais. Examina a contribuição de diferentes instâncias para a sua formulação e implementação; a tensão currículo comum x atenção às diferenças; o currículo integrado e a interdisciplinaridade; as formas de organização da escola e os tempos e espaços de aprender, bem como a relação currículo e avaliação.",17:40
2017103,Faculdade de Educação,(R)Claudia Valentina Assumpção Galian,seg,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0333&verdis=5,EDM0333,19:30,Currículos e Programas,"A disciplina visa possibilitar o conhecimento e a análise crítica das orientações curriculares voltadas ao ensino básico, abarcando a dimensão dos currículos prescritos e a dos currículos em ação.  Discute os conceitos de currículo e seus determinantes sócio-culturais. Examina a contribuição de diferentes instâncias para a sua formulação e implementação; a tensão currículo comum x atenção às diferenças; o currículo integrado e a interdisciplinaridade; as formas de organização da escola e os tempos e espaços de aprender, bem como a relação currículo e avaliação.",23:00
2017131,Faculdade de Educação,(R)Adriana Bauer,qui,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0333&verdis=5,EDM0333,19:30,Currículos e Programas,"A disciplina visa possibilitar o conhecimento e a análise crítica das orientações curriculares voltadas ao ensino básico, abarcando a dimensão dos currículos prescritos e a dos currículos em ação.  Discute os conceitos de currículo e seus determinantes sócio-culturais. Examina a contribuição de diferentes instâncias para a sua formulação e implementação; a tensão currículo comum x atenção às diferenças; o currículo integrado e a interdisciplinaridade; as formas de organização da escola e os tempos e espaços de aprender, bem como a relação currículo e avaliação.",23:00
2017102,Faculdade de Educação,Christiane Coutheux Trindade,qui,Disciplinas Interdepartamentais da Faculdade de Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=4800702&verdis=1,4800702,14:00,Pesquisa Educacional: Questões Teórico-Metodológicas e Prática Pedagógica,"Esta disciplina visa contribuir para a formação do pedagogo, no sentido de qualificá-lo para uma melhor apropriação dos resultados de pesquisas qualitativas e quantitativas, proporcionando-lhe instrumental para analisar criticamente as fontes e as políticas públicas e investigar a realidade educacional, de modo a contribuir para o trabalho educacional, o trabalho docente e o aperfeiçoamento do projeto político pedagógico da escola, bem como na qual está inserido. Neste sentido, trabalham-se os fundamentos da pesquisa educacional e suas principais correntes; as diferentes metodologias que as pesquisas utilizam, suas potencialidades e limites; e, finalmente, procura-se compor um panorama das principais temáticas abordadas com leituras de pesquisas recentes, a fim de compreender suas possíveis relações com a prática de trabalho educacional.",17:40
2017103,Faculdade de Educação,Livia de Araújo Donnini Rodrigues,qui,Disciplinas Interdepartamentais da Faculdade de Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=4800702&verdis=1,4800702,19:30,Pesquisa Educacional: Questões Teórico-Metodológicas e Prática Pedagógica,"Esta disciplina visa contribuir para a formação do pedagogo, no sentido de qualificá-lo para uma melhor apropriação dos resultados de pesquisas qualitativas e quantitativas, proporcionando-lhe instrumental para analisar criticamente as fontes e as políticas públicas e investigar a realidade educacional, de modo a contribuir para o trabalho educacional, o trabalho docente e o aperfeiçoamento do projeto político pedagógico da escola, bem como na qual está inserido. Neste sentido, trabalham-se os fundamentos da pesquisa educacional e suas principais correntes; as diferentes metodologias que as pesquisas utilizam, suas potencialidades e limites; e, finalmente, procura-se compor um panorama das principais temáticas abordadas com leituras de pesquisas recentes, a fim de compreender suas possíveis relações com a prática de trabalho educacional.",23:00
2017102,Faculdade de Educação,(R)Roberto da Silva,qua,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0221&verdis=5,EDA0221,14:00,Política e Organização da Educação Básica I - Poeb I,"Esta disciplina tem por finalidade propiciar aos alunos do curso de Pedagogia, numa perspectiva crítica, conhecimentos básicos referentes à organização dos sistemas e redes de ensino e da política educacional para Educação básica no Brasil e o acompanhamento da sua implementação, em nível de sistema e de unidade escolar. Para tanto, serão desenvolvidos os seguintes temas: papéis do Estado e educação; estrutura e funcionamento da educação brasileira; direito à educação; financiamento da educação e sistemas de avaliação.",17:40
2017103,Faculdade de Educação,(R)Roberto da Silva,qua,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0221&verdis=5,EDA0221,19:30,Política e Organização da Educação Básica I - Poeb I,"Esta disciplina tem por finalidade propiciar aos alunos do curso de Pedagogia, numa perspectiva crítica, conhecimentos básicos referentes à organização dos sistemas e redes de ensino e da política educacional para Educação básica no Brasil e o acompanhamento da sua implementação, em nível de sistema e de unidade escolar. Para tanto, serão desenvolvidos os seguintes temas: papéis do Estado e educação; estrutura e funcionamento da educação brasileira; direito à educação; financiamento da educação e sistemas de avaliação.",23:00
2017131,Faculdade de Educação,(R)Carmen Sylvia Vidigal Moraes,qui,Adm Escolar e Economia da Educação,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDA0221&verdis=5,EDA0221,19:30,Política e Organização da Educação Básica I - Poeb I,"Esta disciplina tem por finalidade propiciar aos alunos do curso de Pedagogia, numa perspectiva crítica, conhecimentos básicos referentes à organização dos sistemas e redes de ensino e da política educacional para Educação básica no Brasil e o acompanhamento da sua implementação, em nível de sistema e de unidade escolar. Para tanto, serão desenvolvidos os seguintes temas: papéis do Estado e educação; estrutura e funcionamento da educação brasileira; direito à educação; financiamento da educação e sistemas de avaliação.",23:00
2017131,Faculdade de Educação,(R)Monica Appezzato Pinazza,ter,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,08:30,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",12:00
2017132,Faculdade de Educação,(R)Monica Appezzato Pinazza,ter,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,14:00,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",17:40
2017133,Faculdade de Educação,(R)Adriana Bauer,ter,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,19:30,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",23:00
2017141,Faculdade de Educação,(R)Monica Appezzato Pinazza,qua,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,08:30,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",12:00
2017142,Faculdade de Educação,(R)Maria Isabel de Almeida,qua,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,14:00,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",17:40
2017143,Faculdade de Educação,(R)Maria Isabel de Almeida,qua,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,19:30,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",23:00
2017144,Faculdade de Educação,(R)Katiene Nogueira da Silva,qua,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,19:30,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",23:00
2017152,Faculdade de Educação,(R)Rita de Cassia Gallego,qui,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,14:00,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",17:40
2017153,Faculdade de Educação,(R)Katiene Nogueira da Silva,qui,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,19:30,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",23:00
2017163,Faculdade de Educação,(R)Monica Appezzato Pinazza,sex,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0402&verdis=4,EDM0402,19:30,Didática,"O Curso de Didática pretende contribuir para a formação do professor mediante o exame das especificidades do trabalho docente na instituição escolar. Para tanto, propõe o estudo de teorizações sobre o ensino, de práticas da sala de aula e de possibilidades de desenvolvimento do trabalho pedagógico frente às conjunturas sociais. Trata-se, portanto, de analisar as situações de sala de aula, buscando compreender a relação professor-aluno-conhecimento, de maneira a propiciar ao futuro professor condições para criar alternativas de atuação. Os estágios poderão focalizar diferentes aspectos do processo de ensino e aprendizagem e envolver as atividades de observação de aulas, entrevistas com os agentes da escola, desenvolvimento de projetos de pesquisa, regência e/ou análise de documentos da escola dos professores ou dos alunos.",23:00
2017102,Faculdade de Educação,(R)Mônica Caldas Ehrenberg,ter,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0677&verdis=2,EDM0677,14:00,"Cultura Corporal: Fundamentação, Metodologia e Vivências","Apropriação crítica da cultura corporal, a partir de vivências e experimentações de diferentes manifestações da gestualidade sistematizada com características lúdicas.",17:40
2017103,Faculdade de Educação,(R)Marcos Garcia Neira,sex,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0677&verdis=2,EDM0677,19:30,"Cultura Corporal: Fundamentação, Metodologia e Vivências","Apropriação crítica da cultura corporal, a partir de vivências e experimentações de diferentes manifestações da gestualidade sistematizada com características lúdicas.",23:00
2017102,Faculdade de Educação,Paula Perin Vicentini,seg,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0325&verdis=2,EDM0325,14:00,Coordenação do Trabalho na Escola II,"A presente disciplina visa a oferecer elementos para a compreensão das múltiplas dimensões que envolvem o processo pedagógico no interior da escola mediante a análise das especificidades da cultura que lhe é própria. Nesse sentido, busca-se discutir tanto as possibilidades quanto os limites de articulação do trabalho coletivo na escola, tendo em vista as tensões que marcam o exercício do magistério em diferentes sistemas de ensino e em instituições com modos de funcionamento distintos e nas quais atuam profissionais com trajetórias diversas. Pretende-se evidenciar a importância dos significados que as experiências de formação vivenciadas no ambiente escolar têm na conformação das representações de si próprio e na constituição do êxito ou do fracasso na escola. Desse modo, procura-se identificar os determinantes de dada configuração da comunidade escolar e empreender esforços na elaboração de propostas de ações asseguradas no projeto pedagógico, com vista a promover o desenvolvimento profissional e o desenvolvimento institucional.",17:40
2017103,Faculdade de Educação,Paula Perin Vicentini,seg,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0325&verdis=2,EDM0325,19:30,Coordenação do Trabalho na Escola II,"A presente disciplina visa a oferecer elementos para a compreensão das múltiplas dimensões que envolvem o processo pedagógico no interior da escola mediante a análise das especificidades da cultura que lhe é própria. Nesse sentido, busca-se discutir tanto as possibilidades quanto os limites de articulação do trabalho coletivo na escola, tendo em vista as tensões que marcam o exercício do magistério em diferentes sistemas de ensino e em instituições com modos de funcionamento distintos e nas quais atuam profissionais com trajetórias diversas. Pretende-se evidenciar a importância dos significados que as experiências de formação vivenciadas no ambiente escolar têm na conformação das representações de si próprio e na constituição do êxito ou do fracasso na escola. Desse modo, procura-se identificar os determinantes de dada configuração da comunidade escolar e empreender esforços na elaboração de propostas de ações asseguradas no projeto pedagógico, com vista a promover o desenvolvimento profissional e o desenvolvimento institucional.",23:00
2017131,Faculdade de Educação,Monica Appezzato Pinazza,qui,Metodologia do Ensino e Ed Comparada,https://uspdigital.usp.br/jupiterweb/obterDisciplina?sgldis=EDM0325&verdis=2,EDM0325,19:30,Coordenação do Trabalho na Escola II,"A presente disciplina visa a oferecer elementos para a compreensão das múltiplas dimensões que envolvem o processo pedagógico no interior da escola mediante a análise das especificidades da cultura que lhe é própria. Nesse sentido, busca-se discutir tanto as possibilidades quanto os limites de articulação do trabalho coletivo na escola, tendo em vista as tensões que marcam o exercício do magistério em diferentes sistemas de ensino e em instituições com modos de funcionamento distintos e nas quais atuam profissionais com trajetórias diversas. Pretende-se evidenciar a importância dos significados que as experiências de formação vivenciadas no ambiente escolar têm na conformação das representações de si próprio e na constituição do êxito ou do fracasso na escola. Desse modo, procura-se identificar os determinantes de dada configuração da comunidade escolar e empreender esforços na elaboração de propostas de ações asseguradas no projeto pedagógico, com vista a promover o desenvolvimento profissional e o desenvolvimento institucional.",23:00
